source,sentid,is_proper_name,uses_spanish_orthography,is_spa,spanish_word_has_nahuatl_morphemes,orig,inali_keep_spanish,ilv_keep_spanish,sep_keep_spanish,ack_keep_spanish,corrected_spanish_orthography
omitlan_2,2,0,1,0,0,queme,keme,queme,keme,queme,
omitlan_2,2,0,1,0,0,ce,se,se,se,ce,
omitlan_2,2,0,1,0,0,caxtol,kaxtol,caxtol,kaxtol,caxtol,
omitlan_2,2,0,1,0,0,.,.,.,.,.,
omitlan_2,3,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,3,0,1,0,0,o,o,o,o,o,
omitlan_2,3,0,1,0,0,tiyayah,tiyayah,tiyayah,tiyayaj,tiyayah,
omitlan_2,3,0,1,0,0,o,o,o,o,o,
omitlan_2,3,0,1,0,0,titlapiyayah,titlapiyayah,titlapiyayah,titlapiyayaj,titlapiyayah,
omitlan_2,3,0,1,0,0,ich,ich,ich,ich,ich,
omitlan_2,3,0,1,0,0,ce,se,se,se,ce,
omitlan_2,3,0,1,1,0,lugar,lugar,lugar,lugar,lugar,
omitlan_2,3,0,1,1,0,que,que,que,que,que,
omitlan_2,3,0,1,0,0,itoca,itoka,itoca,itoka,itoca,
omitlan_2,3,1,1,0,0,Cohtla,cohtla,Cohtla,Cohtla,Cohtla,
omitlan_2,3,0,1,0,0,",",",",",",",",",",
omitlan_2,3,0,1,0,0,huan,wan,uan,uan,huan,
omitlan_2,3,0,1,0,0,occe,okse,occe,okse,occe,
omitlan_2,3,0,1,1,0,lugar,lugar,lugar,lugar,lugar,
omitlan_2,3,0,1,1,0,que,que,que,que,que,
omitlan_2,3,0,1,0,0,itoca,itoka,itoca,itoka,itoca,
omitlan_2,3,1,1,0,0,Zaloncuatlauhco,salonkwatlawko,Zaloncuatlauhco,Zaloncuatlauhco,Zaloncuatlauhco,
omitlan_2,3,0,1,0,0,.,.,.,.,.,
omitlan_2,4,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,4,0,1,0,0,niquihlnamiqui,nikihlnamiki,niquihlnamiqui,nikijlnamiki,niquihlnamiqui,
omitlan_2,4,0,1,1,0,a,a,a,a,a,
omitlan_2,4,0,1,1,0,veces,veces,veces,veces,veces,
omitlan_2,4,0,1,0,0,o,o,o,o,o,
omitlan_2,4,0,1,0,0,quiyohuiya,kiyowiya,quiyouiya,kiyouiya,quiyohuiya,
omitlan_2,4,0,1,0,0,.,.,.,.,.,
omitlan_2,5,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,5,0,1,0,0,o,o,o,o,o,
omitlan_2,5,0,1,0,0,tiyaya,tiyaya,tiyaya,tiyaya,tiyaya,
omitlan_2,5,0,1,0,0,ohcón,ohkón,ohcón,ojkón,ohcón,
omitlan_2,5,0,1,0,0,o,o,o,o,o,
omitlan_2,5,0,1,0,0,titlapiyayah,titlapiyayah,titlapiyayah,titlapiyayaj,titlapiyayah,
omitlan_2,5,0,1,0,0,.,.,.,.,.,
omitlan_2,6,0,1,0,0,Nomama,nomama,nomama,nomama,nomama,
omitlan_2,6,0,1,0,0,o,o,o,o,o,
omitlan_2,6,0,1,0,0,techinmacaya,techinmakaya,techinmacaya,techinmakaya,techinmacaya,
omitlan_2,6,0,1,0,0,ciqui,siki,siqui,siki,ciqui,
omitlan_2,6,0,1,1,0,botas,botas,botas,botas,botas,
omitlan_2,6,0,1,1,0,para,para,para,para,para,
omitlan_2,6,0,1,0,0,amo,amo,amo,amo,amo,
omitlan_2,6,0,1,0,0,mo,mo,mo,mo,mo,
omitlan_2,6,0,1,0,0,ceicxipalti,seikxipalti,seicxipalti,seikxipalti,ceicxipalti,
omitlan_2,6,0,1,0,0,.,.,.,.,.,
omitlan_2,7,0,1,1,0,Pero,Pero,Pero,Pero,Pero,
omitlan_2,7,0,1,0,0,nochipa,nochipa,nochipa,nochipa,nochipa,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,paltia,paltia,paltia,paltia,paltia,
omitlan_2,7,0,1,0,0,tocxihuan,tokxiwan,tocxiuan,tokxiuan,tocxihuan,
omitlan_2,7,0,1,1,0,a,a,a,a,a,
omitlan_2,7,0,1,1,0,veces,veces,veces,veces,veces,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,calaquiya,kalakiya,calaquiya,kalakiya,calaquiya,
omitlan_2,7,0,1,0,0,atl,atl,atl,atl,atl,
omitlan_2,7,0,1,0,0,ich,ich,ich,ich,ich,
omitlan_2,7,0,1,0,0,in,in,in,in,in,
omitlan_2,7,0,1,1,1,tobotas,tobotas,tobotas,tobotas,tobotas,
omitlan_2,7,0,1,0,0,huan,wan,uan,uan,huan,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,mocaquiya,mokakiya,mocaquiya,mokakiya,mocaquiya,
omitlan_2,7,0,1,0,0,cimi,simi,simi,simi,cimi,
omitlan_2,7,0,1,1,0,chistoso,chistoso,chistoso,chistoso,chistoso,
omitlan_2,7,0,1,1,0,cuando,cuando,cuando,cuando,cuando,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,tinihnimiyah,tinihnimiyah,tinihnimiyah,tinijnimiyaj,tinihnimiyah,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,mocaquiya,mokakiya,mocaquiya,mokakiya,mocaquiya,
omitlan_2,7,0,1,0,0,xa,xa,xa,xa,xa,
omitlan_2,7,0,1,0,0,queme,keme,queme,keme,queme,
omitlan_2,7,0,1,0,0,o,o,o,o,o,
omitlan_2,7,0,1,0,0,miguixtayah,migwixtayah,miguixtayah,miguixtayaj,mighuixtayah,
omitlan_2,8,0,1,1,0,Pero,Pero,Pero,Pero,Pero,
omitlan_2,8,0,1,1,0,bueno,bueno,bueno,bueno,bueno,
omitlan_2,8,0,1,0,0,.,.,.,.,.,
omitlan_2,9,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,9,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,9,0,1,0,0,niquihlnamiqui,nikihlnamiki,niquihlnamiqui,nikijlnamiki,niquihlnamiqui,
omitlan_2,9,0,1,1,0,cuando,cuando,cuando,cuando,cuando,
omitlan_2,9,0,1,0,0,nomama,nomama,nomama,nomama,nomama,
omitlan_2,9,0,1,0,0,o,o,o,o,o,
omitlan_2,9,0,1,0,0,mocahuaya,mokawaya,mocauaya,mokauaya,mocahuaya,
omitlan_2,9,0,1,1,0,sin,sin,sin,sin,sin,
omitlan_2,9,0,1,0,0,tomen,tomen,tomen,tomen,tomen,
omitlan_2,10,0,1,1,0,Entonces,Entonces,Entonces,Entonces,Entonces,
omitlan_2,10,0,1,0,0,yeh,yeh,yeh,yej,yeh,
omitlan_2,10,0,1,0,0,o,o,o,o,o,
omitlan_2,10,0,1,0,0,cnamacaya,knamakaya,cnamacaya,knamakaya,cnamacaya,
omitlan_2,10,0,1,0,0,ce,se,se,se,ce,
omitlan_2,10,0,1,0,0,ichcatl,ichkatl,ichcatl,ichkatl,ichcatl,
omitlan_2,10,0,1,0,0,o,o,o,o,o,
omitlan_2,10,0,1,0,0,ome,ome,ome,ome,ome,
omitlan_2,10,0,1,0,0,o,o,o,o,o,
omitlan_2,10,0,1,0,0,cana,kana,cana,kana,cana,
omitlan_2,10,0,1,1,0,hasta,hasta,hasta,hasta,hasta,
omitlan_2,10,0,1,0,0,yeyi,yeyi,yeyi,yeyi,yeyi,
omitlan_2,11,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,11,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,11,0,1,0,0,niquihlnamiqui,nikihlnamiki,niquihlnamiqui,nikijlnamiki,niquihlnamiqui,
omitlan_2,11,0,1,0,0,o,o,o,o,o,
omitlan_2,11,0,1,0,0,nicualaniya,nikwalaniya,nicualaniya,nikualaniya,nicualaniya,
omitlan_2,11,0,1,0,0,cimi,simi,simi,simi,cimi,
omitlan_2,12,0,1,0,0,O,o,o,o,o,
omitlan_2,12,0,1,0,0,niquilhuaya,nikilwaya,niquiluaya,nikiluaya,niquilhuaya,
omitlan_2,12,0,1,0,0,“,“,“,“,“,
omitlan_2,12,0,1,0,0,Queye,keye,queye,keye,queye,
omitlan_2,12,0,1,0,0,tocomonamaca,tokomonamaka,tocomonamaca,tokomonamaka,tocomonamaca,
omitlan_2,12,0,1,0,0,in,in,in,in,in,
omitlan_2,12,0,1,0,0,ichcame,ichkame,ichcame,ichkame,ichcame,
omitlan_2,12,0,1,0,0,?,?,?,?,?,
omitlan_2,12,0,1,0,0,Amo,amo,amo,amo,amo,
omitlan_2,12,0,1,0,0,xocomonamaca,xokomonamaka,xocomonamaca,xokomonamaka,xocomonamaca,
omitlan_2,12,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,12,0,1,0,0,niquintlazohtla,nikintlasohtla,niquintlasohtla,nikintlasojtla,niquintlazohtla,
omitlan_2,12,0,1,0,0,",",",",",",",",",",
omitlan_2,12,0,1,1,0,mejor,mejor,mejor,mejor,mejor,
omitlan_2,12,0,1,0,0,nochipa,nochipa,nochipa,nochipa,nochipa,
omitlan_2,12,0,1,0,0,mo,mo,mo,mo,mo,
omitlan_2,12,0,1,0,0,cequimpiya,sekimpiya,sequimpiya,sekimpiya,cequimpiya,
omitlan_2,12,0,1,0,0,.,.,.,.,.,
omitlan_2,12,0,1,0,0,”,”,”,”,”,
omitlan_2,13,0,1,1,0,Pero,Pero,Pero,Pero,Pero,
omitlan_2,13,0,1,0,0,nomama,nomama,nomama,nomama,nomama,
omitlan_2,13,0,1,0,0,o,o,o,o,o,
omitlan_2,13,0,1,0,0,nechihlhuaya,nechihlwaya,nechihluaya,nechijluaya,nechihlhuaya,
omitlan_2,13,0,1,0,0,“,“,“,“,“,
omitlan_2,13,0,1,0,0,Ay,ay,ai,ai,ai,
omitlan_2,13,1,1,0,0,Mariana,mariana,Mariana,Mariana,Mariana,
omitlan_2,13,0,1,1,0,pero,pero,pero,pero,pero,
omitlan_2,13,0,1,0,0,queni,keni,queni,keni,queni,
omitlan_2,13,0,1,0,0,titlacuazque,titlakwaske,titlacuasque,titlakuaske,titlacuazque,
omitlan_2,13,0,1,0,0,?,?,?,?,?,
omitlan_2,14,0,1,0,0,Acmo,akmo,acmo,akmo,acmo,
omitlan_2,14,0,1,0,0,tipiyah,tipiyah,tipiyah,tipiyaj,tipiyah,
omitlan_2,14,0,1,0,0,tomen,tomen,tomen,tomen,tomen,
omitlan_2,14,0,1,0,0,.,.,.,.,.,
omitlan_2,15,0,1,1,0,Mejor,Mejor,Mejor,Mejor,Mejor,
omitlan_2,15,0,1,0,0,quema,kema,quema,kema,quema,
omitlan_2,15,0,1,0,0,mo,mo,mo,mo,mo,
omitlan_2,15,0,1,0,0,quinhuicacan,kinwikakan,quinuicacan,kinuikakan,quinhuicacan,
omitlan_2,15,0,1,0,0,in,in,in,in,in,
omitlan_2,15,0,1,0,0,ichcame,ichkame,ichcame,ichkame,ichcame,
omitlan_2,15,0,1,0,0,",",",",",",",",",",
omitlan_2,15,0,1,0,0,huan,wan,uan,uan,huan,
omitlan_2,15,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,15,0,1,0,0,ohcón,ohkón,ohcón,ojkón,ohcón,
omitlan_2,15,0,1,0,0,nimitzincohuiliz,nimitsinkowilis,nimitzincouilis,nimitsinkouilis,nimitzincohuiliz,
omitlan_2,15,0,1,0,0,ciqui,siki,siqui,siki,ciqui,
omitlan_2,15,0,1,0,0,moticachuan,motikakwan,moticacuan,motikakuan,moticachuan,
omitlan_2,15,0,1,0,0,",",",",",",",",",",
omitlan_2,15,0,1,1,0,o,o,o,o,o,
omitlan_2,15,0,1,1,0,mas,mas,mas,mas,mas,
omitlan_2,15,0,1,0,0,ce,se,se,se,ce,
omitlan_2,15,0,1,1,1,mopaleta,mopaleta,mopaleta,mopaleta,mopaleta,
omitlan_2,15,0,1,0,0,o,o,o,o,o,
omitlan_2,15,0,1,0,0,tla,tla,tla,tla,tla,
omitlan_2,15,0,1,0,0,teh,teh,teh,tej,teh,
omitlan_2,15,0,1,0,0,tleno,tleno,tleno,tleno,tleno,
omitlan_2,15,0,1,0,0,tiquilehuiz,tikilewis,tiquileuis,tikileuis,tiquilehuiz,
omitlan_2,15,0,1,0,0,nihuiliz,niwilis,niuilis,niuilis,nihuiliz,
omitlan_2,15,0,1,0,0,nimitzcohuiz,nimitskowis,nimitscouis,nimitskouis,nimitzcohuiz,
omitlan_2,15,0,1,0,0,.,.,.,.,.,
omitlan_2,15,0,1,0,0,”,”,”,”,”,
omitlan_2,16,0,1,1,0,Pero,Pero,Pero,Pero,Pero,
omitlan_2,16,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,16,0,1,0,0,queme,keme,queme,keme,queme,
omitlan_2,16,0,1,0,0,o,o,o,o,o,
omitlan_2,16,0,1,0,0,nicualaniya,nikwalaniya,nicualaniya,nikualaniya,nicualaniya,
omitlan_2,16,0,1,0,0,",",",",",",",",",",
omitlan_2,16,0,1,0,0,huan,wan,uan,uan,huan,
omitlan_2,16,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,16,0,1,0,0,o,o,o,o,o,
omitlan_2,16,0,1,0,0,nichocaya,nichokaya,nichocaya,nichokaya,nichocaya,
omitlan_2,16,0,1,1,0,porque,porque,porque,porque,porque,
omitlan_2,16,0,1,0,0,cimi,simi,simi,simi,cimi,
omitlan_2,16,0,1,0,0,o,o,o,o,o,
omitlan_2,16,0,1,0,0,niquintlazohtlaya,nikintlasohtlaya,niquintlasohtlaya,nikintlasojtlaya,niquintlazohtlaya,
omitlan_2,16,0,1,0,0,ichcame,ichkame,ichcame,ichkame,ichcame,
omitlan_2,16,0,1,0,0,.,.,.,.,.,
omitlan_2,17,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,17,0,1,1,0,por,por,por,por,por,
omitlan_2,17,0,1,1,0,eso,eso,eso,eso,eso,
omitlan_2,17,0,1,0,0,amo,amo,amo,amo,amo,
omitlan_2,17,0,1,0,0,o,o,o,o,o,
omitlan_2,17,0,1,0,0,niniquiya,ninikiya,niniquiya,ninikiya,niniquiya,
omitlan_2,17,0,1,0,0,nomama,nomama,nomama,nomama,nomama,
omitlan_2,17,0,1,0,0,o,o,o,o,o,
omitlan_2,17,0,1,0,0,quinamacani,kinamakani,quinamacani,kinamakani,quinamacani,
omitlan_2,17,0,1,1,0,pero,pero,pero,pero,pero,
omitlan_2,17,0,1,0,0,yeh,yeh,yeh,yej,yeh,
omitlan_2,17,0,1,0,0,o,o,o,o,o,
omitlan_2,17,0,1,0,0,quinamacac,kinamakak,quinamacac,kinamakak,quinamacac,
omitlan_2,17,0,1,0,0,.,.,.,.,.,
omitlan_2,18,0,1,1,0,Pero,Pero,Pero,Pero,Pero,
omitlan_2,18,0,1,1,0,hasta,hasta,hasta,hasta,hasta,
omitlan_2,18,0,1,0,0,axan,axan,axan,axan,axan,
omitlan_2,18,0,1,1,0,que,que,que,que,que,
omitlan_2,18,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,18,0,1,1,0,ya,ya,ya,ya,ya,
omitlan_2,18,0,1,0,0,nicpiya,nikpiya,nicpiya,nikpiya,nicpiya,
omitlan_2,18,0,1,0,0,ome,ome,ome,ome,ome,
omitlan_2,18,0,1,0,0,caxtol,kaxtol,caxtol,kaxtol,caxtol,
omitlan_2,18,0,1,0,0,huan,wan,uan,uan,huan,
omitlan_2,18,0,1,0,0,ome,ome,ome,ome,ome,
omitlan_2,18,0,1,0,0,xihuitl,xiwitl,xiuitl,xiuitl,xihuitl,
omitlan_2,18,0,1,0,0,",",",",",",",",",",
omitlan_2,18,0,1,1,0,hasta,hasta,hasta,hasta,hasta,
omitlan_2,18,0,1,0,0,yeh,yeh,yeh,yej,yeh,
omitlan_2,18,0,1,0,0,neh,neh,neh,nej,neh,
omitlan_2,18,0,1,1,1,niquentenderoa,nikentenderoa,niquentenderoa,niquentenderoa,niquentenderoa,
omitlan_2,18,0,1,1,0,que,que,que,que,que,
omitlan_2,18,0,1,0,0,nomama,nomama,nomama,nomama,nomama,
omitlan_2,18,0,1,0,0,queni,keni,queni,keni,queni,
omitlan_2,18,0,1,0,0,o,o,o,o,o,
omitlan_2,18,0,1,0,0,quimachilaya,kimachilaya,quimachilaya,kimachilaya,quimachilaya,
omitlan_2,19,0,1,1,0,Porque,Porque,Porque,Porque,Porque,
omitlan_2,19,0,1,0,0,nopapa,nopapa,nopapa,nopapa,nopapa,
omitlan_2,19,0,1,1,0,ya,ya,ya,ya,ya,
omitlan_2,19,0,1,0,0,cimi,simi,simi,simi,cimi,
omitlan_2,19,0,1,0,0,o,o,o,o,o,
omitlan_2,19,0,1,0,0,tlahuanaya,tlawanaya,tlauanaya,tlauanaya,tlahuanaya,
omitlan_2,19,0,1,0,0,acmo,akmo,acmo,akmo,acmo,
omitlan_2,19,0,1,0,0,o,o,o,o,o,
omitlan_2,19,0,1,0,0,cpalehuaya,kpalewaya,cpaleuaya,kpaleuaya,cpalehuaya,
omitlan_2,20,0,1,1,0,Entonces,Entonces,Entonces,Entonces,Entonces,
omitlan_2,20,0,1,0,0,in,in,in,in,in,
omitlan_2,20,0,1,0,0,yeh,yeh,yeh,yej,yeh,
omitlan_2,20,0,1,1,0,por,por,por,por,por,
omitlan_2,20,0,1,1,0,eso,eso,eso,eso,eso,
omitlan_2,20,0,1,0,0,o,o,o,o,o,
omitlan_2,20,0,1,0,0,quinpiyaya,kinpiyaya,quinpiyaya,kinpiyaya,quinpiyaya,
omitlan_2,20,0,1,0,0,ichcame,ichkame,ichcame,ichkame,ichcame,
omitlan_2,21,0,1,1,0,Para,Para,Para,Para,Para,
omitlan_2,21,0,1,0,0,ohcon,ohkon,ohcon,ojkon,ohcon,
omitlan_2,21,0,1,0,0,techmanteneroz,techmanteneros,techmanteneros,techmanteneros,techmanteneroz,
omitlan_2,21,0,1,0,0,tehhuan,tehwan,tehuan,tejuan,tehhuan,
omitlan_2,21,0,1,0,0,tiomen,tiomen,tiomen,tiomen,tiomen,
omitlan_2,21,0,1,0,0,tlen,tlen,tlen,tlen,tlen,
omitlan_2,21,0,1,0,0,o,o,o,o,o,
omitlan_2,21,0,1,0,0,ticatcah,tikatkah,ticatcah,tikatkaj,ticatcah,
omitlan_2,21,0,1,0,0,oc,ok,oc,ok,oc,
omitlan_2,21,0,1,0,0,titzocotzitzin,titsokotsitsin,titzocotzitzin,titsokotsitsin,titzocotzitzin,
omitlan_2,22,0,1,0,0,Occiqui,oksiki,occiqui,oksiki,occiqui,
omitlan_2,22,0,1,0,0,nocnihuan,nokniwan,nocniuan,nokniuan,nocnihuan,
omitlan_2,22,0,1,1,0,pues,pues,pues,pues,pues,
omitlan_2,22,0,1,0,0,cachi,kachi,cachi,kachi,cachi,
omitlan_2,22,0,1,0,0,o,o,o,o,o,
omitlan_2,22,0,1,0,0,catca,katka,catca,katka,catca,
omitlan_2,22,0,1,0,0,huehhueyen,wehweyen,uehueyen,uejueyen,huehhueyen,
omitlan_2,23,0,1,0,0,Yeh,yeh,yeh,yej,yeh,
omitlan_2,23,0,1,0,0,o,o,o,o,o,
omitlan_2,23,0,1,0,0,yaya,yaya,yaya,yaya,yaya,
omitlan_2,23,0,1,1,0,a,a,a,a,a,
omitlan_2,23,1,1,0,0,Mexico,mexico,Mexico,Mexico,Mexico,
omitlan_2,23,0,1,1,0,y,y,y,y,y,
omitlan_2,23,0,1,0,0,o,o,o,o,o,
omitlan_2,23,0,1,0,0,tiquitiya,tikitiya,tiquitiya,tikitiya,tiquitiya,
omitlan_2,24,0,1,1,0,Y,Y,Y,Y,Y,
omitlan_2,24,0,1,0,0,o,o,o,o,o,
omitlan_2,24,0,1,0,0,tiquitiya,tikitiya,tiquitiya,tikitiya,tiquitiya,
omitlan_2,24,0,1,1,0,para,para,para,para,para,
omitlan_2,24,0,1,0,0,inpihlhuan,inpihlwan,inpihluan,inpijluan,inpihlhuan,
omitlan_2,24,0,1,0,0,o,o,o,o,o,
omitlan_2,24,0,1,1,0,para,para,para,para,para,
omitlan_2,24,0,1,0,0,incal,inkal,incal,inkal,incal,
omitlan_2,25,0,1,1,0,Ahorita,Ahorita,Ahorita,Ahorita,Ahorita,
omitlan_2,25,0,1,0,0,nochten,nochten,nochten,nochten,nochten,
omitlan_2,25,0,1,0,0,quimpiya,kimpiya,quimpiya,kimpiya,quimpiya,
omitlan_2,25,0,1,0,0,incalhuan,inkalwan,incaluan,inkaluan,incalhuan,
omitlan_2,26,0,1,1,0,Bueno,Bueno,Bueno,Bueno,Bueno,
omitlan_2,26,0,1,0,0,za,sa,sa,sa,za,
omitlan_2,26,0,1,0,0,ye,ye,ye,ye,ye,
omitlan_2,26,0,1,0,0,nin,nin,nin,nin,nin,
omitlan_2,26,0,1,0,0,o,o,o,o,o,
omitlan_2,26,0,1,0,0,niniquiya,ninikiya,niniquiya,ninikiya,niniquiya,
omitlan_2,26,0,1,0,0,niquihtoz,nikihtos,niquihtos,nikijtos,niquihtoz,
omitlan_2,27,0,1,0,0,Huan,wan,uan,uan,huan,
omitlan_2,27,0,1,0,0,cana,kana,cana,kana,cana,
omitlan_2,27,0,1,0,0,occe,okse,occe,okse,occe,
omitlan_2,27,0,1,0,0,tonal,tonal,tonal,tonal,tonal,
omitlan_2,27,0,1,0,0,niquihtoz,nikihtos,niquihtos,nikijtos,niquihtoz,
omitlan_2,27,0,1,0,0,occe,okse,occe,okse,occe,
omitlan_2,27,0,1,1,0,historia,historia,historia,historia,historia,
omitlan_2,27,0,1,1,0,a,a,a,a,a,
omitlan_2,27,0,1,1,0,ver,ver,ver,ver,ver,
omitlan_2,27,0,1,0,0,tla,tla,tla,tla,tla,
omitlan_2,27,0,1,0,0,mitzpactiya,mitspaktiya,mitspactiya,mitspaktiya,mitzpactiya,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,Se,se,se,se,ce,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,tonal,tonal,tonal,tonal,tonal,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,tlacat,tlakat,tlacat,tlakat,tlacat,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,se,se,se,se,ce,
in-pollito-non-amo-niman-otlacat,0,0,1,1,0,pollito,pollito,pollito,pollito,pollito,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,",",",",",",",",",",
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,uan,wan,uan,uan,huan,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,amo,amo,amo,amo,amo,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,ompa,ompa,ompa,ompa,ompa,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,catca,katka,catca,katka,catca,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,nimaman,nimaman,nimaman,nimaman,nimaman,
in-pollito-non-amo-niman-otlacat,0,0,1,0,0,.,.,.,.,.,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,Ihcuac,ihkwak,ihcuac,ijkuak,ihcuac,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,in,in,in,in,in,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,pollito,pollito,pollito,polito,pollito,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,quis,kis,quis,kis,quiz,
in-pollito-non-amo-niman-otlacat,1,0,1,1,0,de,de,de,de,de,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,nicacauyo,nikakawyo,nicacauyo,nikakauyo,nicacauhyo,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,",",",",",",",",",",
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,yah,yah,yah,yaj,yah,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,ctemoto,ktemoto,ctemoto,ktemoto,ctemoto,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,nimaman,nimaman,nimaman,nimaman,nimaman,
in-pollito-non-amo-niman-otlacat,1,0,1,0,0,.,.,.,.,.,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,O,o,o,o,o,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,cahsito,kahsito,cahsito,kajsito,cahcito,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,se,se,se,se,ce,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,miston,miston,miston,miston,mizton,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,uan,wan,uan,uan,huan,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,ctlahtlanih,ktlahtlanih,ctlahtlanih,ktlajtlanij,ctlahtlanih,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,:,:,:,:,:,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,-,-,-,-,-,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,¿,¿,¿,¿,¿,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,Xamo,xamo,xamo,xamo,xamo,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,ye,ye,ye,ye,ye,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,n,n,n,n,n,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,touatzin,towatsin,touatzin,touatsin,tohuatzin,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,tonnomaman,tonnomaman,tonnomaman,tonnomaman,tonnomaman,
in-pollito-non-amo-niman-otlacat,2,0,1,0,0,?,?,?,?,?,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,In,in,in,in,in,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,miston,miston,miston,miston,mizton,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,o,o,o,o,o,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,nauat,nawat,nauat,nauat,nahuat,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,:,:,:,:,:,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,-,-,-,-,-,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,Neh,neh,neh,nej,neh,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,amo,amo,amo,amo,amo,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,",",",",",",",",",",
in-pollito-non-amo-niman-otlacat,3,0,1,1,0,porque,porque,porque,porque,porque,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,neh,neh,neh,nej,neh,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,amo,amo,amo,amo,amo,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,intempileh,intempileh,intempileh,intempilej,intempileh,
in-pollito-non-amo-niman-otlacat,3,0,1,0,0,.,.,.,.,.,
in-pollito-non-amo-niman-otlacat,4,0,1,0,0,-,-,-,-,-,
in-pollito-non-amo-niman-otlacat,4,0,1,0,0,¡,¡,¡,¡,¡,
in-pollito-non-amo-niman-otlacat,4,0,1,0,0,aa,aa,aa,aa,aa,
in-pollito-non-amo-niman-otlacat,4,0,1,0,0,!,!,!,!,!,
in-pollito-non-amo-niman-otlacat,4,0,1,0,0,",",",",",",",",",",
